"millenniumtechnologies 
"," southafrica,5th black berry 
street",0157, Institutes - Others/ Universities
"NGP Industries Ltd 
"," Isro layout, bangalore",560061, Cement/Marble/ Ceramics/Stones
"India Travel Guide   Travel Holidays India, Tourism India  
"," Kaggadasapura Main Road
CV Raman Nagar
Bangalore
",560093, Travel / Tourism
"Lenvica Computer Solution Ltd 
"," #29, 2nd Cross, Suraj 
Enclave, Abbigere, 
Bangalore, Karnataka, India 
- 560 090 
",560090, IT-Software Services
"TikalInterior 
", Bangalore,560022, Architectural Services/ Interior Designing
"OutsourcingDesk.com   Outsourcing to India  
"," Kaggadasapura Main Road
CV Raman Nagar
Bangalore
",560093, IT-Software Services
"federal overseas 
", hyderabad,500073, Institutes - Others/ Universities
"millennium technologies 
"," southafrica,5black berry 
street",500044, IT-Software Services
"Radix HR solutions Pvt LTD 
"," no.219. 2nd cross, 2nd 
main, Old Madras Road, Pai 
Layout, Bangalore",560016, Placement / HR / Training Consultants
"Thekitchen4u 
"," # 31, 1st Main, chelekere,kalyan nagar Post, ",560043, Food Processing/ Beverages
"Coordinates Architects and Interior Designers 
"," 4 Convent Road, Bangalore",560025, Architectural Services/ Interior Designing
"01webmarketing.com 
"," #37/20, Meanee Avenue Tank Road,
Ulsoor",560042, IT- e-commerce/Internet
"ThoughtCapital 
"," No. 59, Saptagiri Nilaya, 5th 
Main, 3rd Cross, Manjunatha 
Layout, R T Nagar Post
",560032, Management /Engineering /Environ. Consultants
"Marketwings 
"," Vishnushree Complex,Kunigal Road,Saraswathi Puram, Tumkur, Karnataka 572105 India ",572105, Advertising/Event Mgmt/ PR/MR
"Savinirs Infotech Pvt Ltd 
"," no 148, 5th Main Road 
RNR & Sons Building 
Chamarajpet Bangalore 
Karnataka India",560018, IT-Software Services
"moonnus xepress 
"," 5/10, sevak baidya street
kolkata-700029",700029, Courier/ Logistics/ Packaging/ Transportation
"LanOS Computers 
"," # 760 / 14, 23rd Cross,
Raj Towers, 3rd Floor
K R Road, BSK 2nd Stage,
Bangalore - 560070",560070, IT- e-commerce/Internet
"APPRO LUBES PVT. LTD 
"," no.163, rajeshwari complex, r.v.road, bangalore-560 004
",560004, Automobiles
" INDIA CARS RENTAL 
","   40/ 1, 3rd main, 5,th cross, willson garden,", 560027, Travel / Tourism
"Maxwatt energy 
", Bangalore,560016, Engineering
"AAA EARTH MOVERS AND ROCK BREACKING CONTRACTORS 
"," 53 & 54, mhn dreems,ramanjaneya nagar,uttarahalli main road",560061, Construction / Real  Estate
"HM Suites & Studios 
"," 67, St.Marks Road, Bangalore - 560001",560001, Hotels / Resorts
"CHAMPION FILTERS MANUFACTURING COMPANY 
"," 1-32 opp GMR polytechnic 
college, Madanapalle.",517325, Metals/Mining
"AIIT 
"," #399, 1st Floor, 13th Main, 14th Cross, Wilson Garden.",560 030, Institutes - Others/ Universities
"XL CNC Machines  
"," C-78, PEENYA 3RD STAGE, 
PEENYA INDUSTRIAL AREA, 
Bangalore-560058, 
Karnataka, INDIA 
",560058, Capital Goods /Machine Manufacturing
"DMS Technologies Pvt Ltd 
"," #34,Belavadi Industrial Area
Mysore-570018
Karnatak",570018, Electrical/Electronics
"Dumadu Games Pvt Ltd 
"," Koramangala Terminal Point
Jakkasandra",560029, IT-Software Services
"tiscpl 
"," 1608 1st stage 2nd phase 
chandra layout bangalore",560040, Petrochemicals/ Oil/ Gas/ Refineries
"Kiko 
", pleven,1234, Construction / Real  Estate
"GROMOR Infotech Pvt Ltd 
", Bangalore,560004, IT- ERP/CRM
"alankritaservices 
"," 1/1,2nd floor annappa 
complex,outer Ring 
Road,Mahadevapura Near 
More mega store,Bangalore 
560048.",560048, Placement / HR / Training Consultants
"Vigilant Technologies 
"," # 760, Dr Rajkumar Road, 6th block , Rajajinagar 
Bangalore - 10",560010, Security
"Duttha Tours and Travels Pvt.Ltd 
"," #14/3, 13th Cross, 5th Main, 
Magadi Road, Bangalore",560023, Travel / Tourism
"sai keshava technologies 
", 1-19-163 srinivasa nilayam main road west venkatapuram secunderabad- 500015 ( a.p.) india,500015, IT- QA & Testing
"INDIYATECH CORPORATE SOLUTIONS  
"," #5,3rd Floor, kammanahalli Main road, 2nd Cross, srinivasa reddy lane, St.Thomas Town, Bangalore-84",560084, IT-Software Services
"Leatherland 
"," No.299,jain temple road,bangalore",560051, Retail
"Nbr land developers and builders  
"," #71,16th Cross,14th 'A' Main Road,Sector-4,HSR Layout
bangalore 560102
Karnataka
India
",560102, Construction / Real  Estate
"XIPHIAS 
"," 24,1st Cross,1st Main, Eshwarnagar,BSK 2nd Stage,Bangalore-560070, India",560070, Electrical/Electronics
"Viva Communications  
"," 76/1,7th cross, wilson 
garden",560027, Telecommunication/ Mobile
"yasnaventerprises 
", # 295 9th main bangalore,560037, Paper/Publishing/ Printing/ Stationary
"vivacomm 
"," #76/1,7th cross,Wilson Garden",560027, IT- Telecom /Mobile
"Space Metrics 
"," CH 06, Natasha Golf View, Inner Ring Road, Bangalore - 71",560071, Financial Services
"Perfect Business Technologies Pvt. Ltd. 
"," FF05, Central Avenue, No.84, 2nd Main Road, Palace Guttahalli, Bangalore 560003",560003, IT- Network Admin./Security
"Pyramid Consultants 
"," #75, 4th main, 5th cross, 
N.R. Colony, Bangalore - 
560019",560019, Placement / HR / Training Consultants
"African Circuit Safaris 
", P.o Box 1229-00100,25461, Travel / Tourism
"Logic HR Solutions 
"," No. 68, 10th Main, 4th Cross, 2nd Stage, Indiranagar, Bangalore",560038, Placement / HR / Training Consultants
"SerVXLns Solutions 
"," #9, Muniswamy Road, 
Queens Road Cross, Near 
Indian Express Circle, 
Shivaji Nagar, Bangalore - 
560 051",560051, Placement / HR / Training Consultants
"iTECS communication pvt ltd 
"," iTECS Communications 
Pvt. Ltd., 
No. 1176,1st Floor, 12th B 
Main, 
HAL II Stage, 
Indiranagar, 
Bangalore, Karnataka, 
India - 560008. ",560008, Telecommunication/ Mobile
"4th Room Advertising 
", indiranager,560038, Advertising/Event Mgmt/ PR/MR
"ANZ Pest Control 
"," #201 E, 1st Floor, 1st Main, 
1st Stage, 2nd Block, HBR 
Layout ,
Bangalore",560043, Chemical
"JSS SECUTECH 
"," 56/3, WAT STREET, BASAVANAGUDI, GANDHIBAZAAR, BANGALORE 560 004",560004, Security
"telematics4u Private Limitted 
", Bangalore,560094, IT-Software Services
"SiliCiti Technologies 
"," #74, Buvaneshwari 
Nagar, 3rd Cross 1st 
Phase, Dod Basti Main 
Rd, Kenchanapura Rd, 
Bangalore, Karnataka 
560056",560056, IT-Software Services
"CINB Conferences and Events Pvt. Ltd 
"," 396, 1st floor, 2nd main 
road,
4th main, Further Extension.
Viveknagar, Bangalore -
560047",560047, Advertising/Event Mgmt/ PR/MR
"Indian Gifts Center 
"," 56, K R Road, Bangalore",560028, Consumer Goods - Durables/Home Appliances
"Srinidhi Comprint Pvt. Ltd. 
"," Plot No.11, 4th Phase, 
Bommassandra Industrial 
Area, Bommasandra
Bangalore",560099, Paper/Publishing/ Printing/ Stationary
"Skanda Shelters 
"," sahakaranagar, Bangalore",560092, Real Estate Agents
"Ojas Venture Partners 
"," #772, 3rd Floor, 80ft Peripheral Road
4th Block Koramangala
Opposite Umerkot Restaurant
Bangalore 560034",560034, Financial Services
"CHEMLUBE INDIA PVT LTD 
"," 67/1,woc 2nd stage, 
mahalaxmipuram , 
bangalore- 560086",560086, Engineering
"Sri Harilakshmi Printers 
"," # 9, Hoovadigara Lane Chickpet Cross Bangalore 560053",560053, Paper/Publishing/ Printing/ Stationary
"SRIT Enterprise Solutions Pvt. Ltd. 
"," Global Head Quarters
SRIT House
#113/1B, ITPL Main Road
Kundalahalli
Bangalore - 560 037
Karnataka, India
Phone : +9180 41951999",560037, IT-Software Services
"Cosmos Group 
", K R Puram,560016, Construction / Real  Estate
"hyderabadonnet 
"," 82, NGM, Bangalore - 560017",560017, IT- e-commerce/Internet
"Innovative Manufacturers (India)  
"," No.13, 3rd Cross, S.R.S Road, Peenya, Bengaluru, Bangalore 560058, Karnataka",560058, Engineering
"Eyota Technology 
"," 348/B ,1st main, 8th block, Koramangala, Bangalore -95",560095, IT-Software Services
"Stimulus Consulting PVT 
", hennur main road,560043, Placement / HR / Training Consultants
"Computer Factory India Limited 
"," Computer Factory India Ltd.
(Premium Channel Partner of Reliance)
#25/26/27, 1st Floor
Krishna Reddy Colony
Domlur layout.
Bangalore - 560071
Ph : 080-25350992/3/4   
Fax :25350995
",560071, IT- Hardware
"Optedjobs 
"," Banshankari 3rd Stage, Bangalore",560085, IT-Software Services
"Clique Websoft Solutions(Pvt) Ltd. 
"," #104,infantry court,infantry 
road,opposite to medinova 
hospital,bangalore",560001, IT-Software Services
"IP Lex Global Services 
"," #256, 46th cross, 8th block Jayanagar",560082, Law / Legal Consultants
"Corporate Business Support Solutions CBSS 
"," Corporate Business Support Solutions.
#1671, Ist Floor, 27th Main, 2nd Sector,
H.S.R. Layout, Bangalore-560102.
",560102, Placement / HR / Training Consultants
"Modern Kitchen Design, Bangalore 
"," #241,K.R.Road, Shastri nagar, Banashankari 2nd Stage, Bangalore-560070  Phone: 26763031
",560070, Export Houses
"Dev Movers & Packers(p)Ltd 
"," 19/3, 2nd Main Rd, Sudhamanager, Bangalore-560027
080-32956611 / 080-40956611 / 9379956611
",560027, Courier/ Logistics/ Packaging/ Transportation
"Ahmedabadonnet 
"," 82, NGM, Bangalore - 
560017",560017, Advertising/Event Mgmt/ PR/MR
"PILOT MACHINERY CORPORATION 
"," PILOT MACHINERY 
CORPORATION
NO.37, NARASIMHARAJA 
ROAD,
BANGALORE - 560002, 
KARNATAKA, INDIA",560002, Capital Goods /Machine Manufacturing
"Appsncodes 
"," Near kamakya theatre,
BSK 3rd Stage
Bangalore",560012, IT- e-commerce/Internet
"ASC Furniture 
"," M.V.KrishnaMurthy 
NO 336/10, Lakshmi Vijaya Saw Mill Road,
Near ICICI Bank, Hosur main Road,
Bommanahaalli
",560068, Consumer Goods - Durables/Home Appliances
"INTERNATIONAL FIBREGLASS PRODUCTS Pvt Ltd 
"," 118 b,bommasandra industrial area,anekal taluk,bangalore",560099, Rubber/Plastic/ Glass/ Wood
"GRV Business Management Academy 
"," 9, 2nd cross, Near HMT bldgs, Ganganagar, Bellary road, Bangalore-560032",560032, Institutes - Schools/Colleges
"Kingslake  Engineering systems 
"," Money Chambers
KH road
Next to Indian overseas 
Bank
Shanti nagar
Bangalore 560027",560027, IT-Software Services
"Market Mindsets Consulting 
"," J.P Ngara, Bangalore -76 ",560076, Advertising/Event Mgmt/ PR/MR
"orbit 
"," # 2, 3rd main, 6th cross",560006, Call Centres
"Rudraksha Apparels 
", Hebbagoudi Bangalore,560099, Garment / Textiles/ Accessories
"Toyota Tsusho India Pvt. Ltd. 
"," Toyota Tsusho India Pvt. Ltd
301, Embassy Square,
148, Infantry Road,
Bangalore 560001",560001, Metals/Mining
"VIVA COMMUNICATIONS PVT LTD 
","  #76/1 ,2nd floor,
Wilson Garden 
Bangalore - 27",560027, Telecommunication/ Mobile
"SILICON SECURITY SYSTEMS 
"," No.23/1,Appu Rao Road,Chamarajpet,Bangalore ",560018, Security
"Bangalore Scrap Traders Merchants  
", 15/1 Kandaswamy Mudiliar Road Richards Town,560005 , Metals/Mining
"WISEMAN AIR EXPRESS 
"," JALLAHALI 
Mr Shivanand K G

Area Head

Karnataka

9686110574

 

 Wiseman Air Express , Pune

Mobile 88888 60591, Land line : 020-66011038 Extn - 23

Email :   sohaib@wisemanexp.in

",560013, Courier/ Logistics/ Packaging/ Transportation
"Konsurv Printsol Inc 
"," No.486,1st Floor,1stMain,K.R Gardens,Murugeshpalya,
Bangalore-560017",560017, Consumer Goods - Durables/Home Appliances
"i Modern Lighting 
"," I Modern Lighting, 2425 Enterprise Drive,
Suite 903, Mendota Heights, MN 55120",55120, Electrical/Electronics
"ARON CREATIONS  
"," No. 541, Muneshwara Block,
Sulthan Palya Main,
R T Nagar
",560032, Advertising/Event Mgmt/ PR/MR
"besthairtransplantindia 
"," VIMS Hospital.
Diagonally opposite to Innovative Multiplex
Outer Ring Road, 
Maratha Halli, Bangalore.
INDIA - 560 037
",560 037, Hospitals/Healthcare
"asiandentalcrafts 
"," 368/3, MES Road, Jalahalli Industrial Area",560013, Hospitals/Healthcare
"Hofincons InfoTech and Industrial Services Pvt Ltd 
"," Hofincons InfoTech & Industrial Services Pvt Ltd, (a Transfield Services Group Company)
 # 01, Ground Floor, Santa Clara, Nirguna Mandir Extension,
 Intermediat Ring Road, Koramangala, Bangalore - 5",560 047, FMCG
"pooja 
"," 1/1,2nd floor annappa 
complex,outer Ring 
Road,Mahadevapura Near 
More mega store,Bangalore 
560048.",560048, Placement / HR / Training Consultants
"kalimatapla 
"," A.S. 3rd Stage, Peenya 
Industrial Estate.",560058, Advertising/Event Mgmt/ PR/MR
"Northern California Graphics 
", 817 West Maude Avenue,94085, Advertising/Event Mgmt/ PR/MR
"Bluefront capital 
"," 262,6th floor,Garden Apartments,Vittal Mallya Road,Bangalore 560054,Karnataka.",560001, Financial Services
"HGC Consultants 
", Bangalore,560035, Placement / HR / Training Consultants
"Asiaa Data Pvt Ltd 
"," Near NIFT College HSR L/O 
Bangalore",560102, IT-Software Services
"carpediem india pvt ltd 
"," No. 36 East Park Road,
Kumara Park East,
Bangalore- 560 001.",560078, Advertising/Event Mgmt/ PR/MR
"Tranquil Orchard 
"," 170, Luz Church Rd
Mylapore",600004, Hotels / Resorts
"ALLRISK SURVEYORS 
"," 104, Apollo Complex, RK Singh Marg,Andheri[E],Mumbai",4000069, Insurance
"diy hair bows co., ltd 
", bihar 14,231502, Garment / Textiles/ Accessories
"Picture Bite 
"," Paschim Vihar, Delhi",560017, Retail
"Hire Packers And Movers bangalore 
", btm layout bangalore,560068, Travel / Tourism
"GOLDEN BRIDGE HRM PVT LTD 
"," #38/5 Berlie street Langford 
town",560025, Placement / HR / Training Consultants
"the chikmagalur tourism   chikmagalur resorts homestays 
"," the chikmagalur tourism - chikmagalur resorts 
Behind Belt Road
New Donikana Extension Road
Chikmagalur, Karnataka 577101, India",577101, Travel / Tourism
"Mulakani Internationals 
"," Mulakani Internationals,
Basava Nilaya,#603,1st floor,2nd block,Dr Rajkumar Rd Bangalore-560010
Ph-080-64504581",560010, Garment / Textiles/ Accessories
"deepa 
"," 6002, Pavan Enclave, 
Bangalore - 560017",560017, Consumer Goods - Durables/Home Appliances
"Health Rush 
"," 65/1,4thmain, CBI road,
Ganganagar
Bangalore",560032, Retail
"smart associates 
"," no. 32, jayanagar 5 block",560075, Financial Services
"Mallesha raju & Co 
"," No.119,2nd Main Road, UAS 
layout, Bhoopasandra, 
Bangalore",560094, Accounting/Consulting/ Taxation
"Sanwi 
"," 3441, 2nd floor, Vijaynagar, service Road
Bangalore",560040, Engineering
"VIVA communications Pvt.Ltd 
"," No.76/1, Near Police Station, 3RD MN RD, 7TH CROSS, Wilson Garden, Bangalore - 560027",560027, Telecommunication/ Mobile
"the One creations 
"," 2384, 16th main, HAL 2nd 
Stage, Indira Nagar, 
Bangalore,560038",560038, Media / Entertainment
"endekeralam 
"," 6002, Pavan Enclave, 
Bangalore - 560017",560017, Accounting/Consulting/ Taxation
"Soppnox Solutions   Search Engine Optimization Company 
"," #386/5 1 st A Cross
7th Block,
Koromangala,
Behind Vodafone Shop,
Bangalore-560 095
Karnataka - India. ",560095, IT- e-commerce/Internet
"UDAYSAGAR FINANCIAL SERVICES 
", NO 91ICONET BUSINESS CENTREE TEMPLE STREET MALLESHWARAM,560003, IT- Telecom /Mobile
"Fidelis Corporate Solutions Pvt Ltd 
"," Malleshwaram , Bangalore",560003, Placement / HR / Training Consultants
"Endosec technologies 
"," #46,swati 3rd main,2nd floor chandralayout,bangalore
560046",560046, Electrical/Electronics
"gift with love 
"," 82, NGM, Bangalore - 
560017",560017, Consumer Goods - Durables/Home Appliances
"ideasurge Recruits 
"," #110, 1st Floor, 2nd Cross, 
Kasthurinagar, Bangalore",560016, Placement / HR / Training Consultants
"ClearConcepts Knowledge Services 
"," St Francis B Ed College, Sevasadan Institute, 3rd Block, 8th Main, Koramangala, Sarjapur Road",560034, Institutes - Others/ Universities
"Wealth Tree Investment Services 
"," #4, J 5th Street, Markham Road, Ashoknagar",560025, Financial Services
"Umpteen Technologies 
"," 3rd Cross, 2nd Main, Billekahalli,Near Patalamma Temple, Behind Temple Suites,
Bannerghatta Road, Bangalore - 560076
",560076, IT- e-commerce/Internet
"BINDU LABELS PVT LTD 
"," #1060,11th main,2nd stage,near punjab national bank,shankar mutt,mahalakshmipuram,bangaluru-560086",560086, Electrical/Electronics
"SPLASH Infotech 
"," #67/1, 10th main, 4th 
cross,, Indiranagar, 
Bangalore 500038",500038, IT-Software Services
"Technoworth Internet Solutions 
"," Kasturinagar, Banglore 
,INDIA",560016., IT- e-commerce/Internet
"wipro 
", metagalli mysore,571251, Electrical/Electronics
"Srivasavi Adhesive Tapes Pvt Ltd 
"," No.30,2nd floor,1st Main 
road, Seshadripuram",560020, Paper/Publishing/ Printing/ Stationary
"Mohsin Furniture 
"," MOHSIN FURNITURE
Quality Assured with best Price.
#1500, 19 Main Road.
HSR Layout 1st Sector.
Bangalore-560102.
Dealers in upholstery sofa sets and Interior decorators
Phone    81233 78425",560102, Consumer Goods - Durables/Home Appliances
"Hira Properties Management Pvt. Ltd. 
"," St.marks Road,
Bangalore-560001",560001, Real Estate Agents
"Foiwe Info Global Solutions LLP 
"," JP Nagar, Bangalore",560078, IT-Software Services
"e2e People Practices Pvt Ltd 
"," #499/6, 9th Main, 9th Cross, Sadashivnagar, Bangalore - 80",560080, Accounting/Consulting/ Taxation
"Vijayvenkat 
", bangalore,560022, Telecommunication/ Mobile
"marvelsoft 
"," #384, 19th G main, 1st N Block, Rajajinagar",560010, IT-Software Services
"rgPlanets Pvt Ltd, 
", Sheshadripuram. Bangalore-20,560076, IT-Software Services
"Digital Waves 
"," #233, III Floor, Above 
Axis Bank
Between 15th / 16th 
Cross
Sampige Road, 
Malleswaram

",560003, IT- Hardware
"DTecH IT Education 
"," No.1, 68/10, 3rd and 4th Floor,
1st Main, 1st Cross, Aswhini Layout,
Off Koramangala Ring Road,
Bangalore 560 047",560047, Institutes - Others/ Universities
"G4S Facility Services India Pvt Ltd 
"," No.13, Ward No.23, SGR Dental College Road,
Marthahalli Outer Ring Road, Munekolalu village
Bangalore-560037 ",560037, Management /Engineering /Environ. Consultants
"santana interiors 
"," 489.c.m.h.road
indiranagar 1 stage
bangalore
",5600038, Architectural Services/ Interior Designing
"JetOne Academy Corporation 
"," 20955 Pathfinder Road, 
Suite 100,
Diamond Bar, CA 91765
USA",1234, Airlines/Aviation
"Avenir Technologies 
"," Opp. BEML Factory,
NTS ,
Bangalore",560075, Placement / HR / Training Consultants
"DZire Drive 
"," 19, 3rd Flr, 30th Crs,
Jayanagar 4th T Blk
",560041, Travel / Tourism
"BPR 
"," 4469 Coventry Pkway
Fort Wayne, IN",4200, Management /Engineering /Environ. Consultants
"The Datalifecycle.com Pvt Ltd 
"," No 55, 17th Cross, Between 6th and 8th Main, Malleshwaram West, Bangalore - 560 055",560055, IT- Hardware
"prayog power technologies 
"," NO: 87, 1ST Main, Kalyan Nagar, Mudalpalya, Nagarbhavi main road.",560072, Power/Energy
"Smart Consulting 
"," 42, 1 st main, 3 rd stage, 3 
rd phase, 4 th block, 
Katriguppe, Banashankari
",560085, Management /Engineering /Environ. Consultants
"Genisys Information System 
"," # 33-36, Road No. 4, 
Export Promotion Industrial Park, 
Whitefield, Bangalore 560 066",560066, IT-Software Services
"YellowCrest Photos 
"," Koramangala, Bangalore, India",560034, Media / Entertainment
"LGCL 
"," Lalith Gangadhar Constructions(P) Ltd.

No.12/1, Rest House Road,
Bangalore - 560 001",560001, Construction / Real  Estate
"CSL GASKETS CO.,LIMITED 
"," NO45, LANE430, SUNTANG ROAD, HUSHAN BLOCK,CIXI CITY,China",315300, Automobiles
"Regina Emmanuel Consulting 
"," No 16, 1st floor, 1st main Sanjeevappa gardens, near Church of Hope, Kalkere Chanasundra, Hormavu Post",560043, Institutes - Others/ Universities
"Premier Plumbing 
"," 2726 McKeige Dr
Nashville, Tennessee
37214",5274689, Construction / Real  Estate
"CARE SERVICES 
"," no-17,syed block,rizwan masjid road,annasandrapalya,vibhuthipura post,bangalore-560017",560017, Placement / HR / Training Consultants
"BASECAMP Adventures 
"," #151/1, 22nd Main, 7th Cross, HSR Layout",560102, Travel / Tourism
"proton merchandise private limited 
"," 42, 6th main, karisandra, bsk 2nd stge, bangalore",560070, Capital Goods /Machine Manufacturing
"MIS XL Consulting 
"," Kaggadasapura,
CV Raman Nagar",560093, Placement / HR / Training Consultants
"Crafitti Consulting 
"," Crafitti Consulting , #3, 
NSRCEL , IIM Bangalore , 
Bannerghatta Road , 
Bangalore - 560076",080, Management /Engineering /Environ. Consultants
"A. Kumar and Associates 
"," 405, M.P. K.C.Halli,Begur Hobli,Bangalore - 560076",560076, Accounting/Consulting/ Taxation
"Corporate millennium hygiene solutions pvt ltd 
"," Meenakshi Nilaya, 23rd A 
main, J.P.Nagar, 2nd 
phase, bangalore",560078, Paper/Publishing/ Printing/ Stationary
"PRED SOLUTIONS 
", wilson garden,560030, IT- e-commerce/Internet
"Biligiri Electricals 
"," Biligiri Electricals
#96/47, Ratnavilas Road
Basavanagudi
Bangalore-04",560004, Electrical/Electronics
"SFO Technologies pvt ltd 
"," #99, KIADB Indl area, 4th Phase, Bommasandra , Hosur road,Bangalore",560099, Engineering
"March For Career 
"," jalahalli east, bangalore",560091, Placement / HR / Training Consultants
"DZire Drive (Rent A Driver On Call) 
", Jayanagar 4th T Blk,560041, Travel / Tourism
"Alankrita Services 
"," 114,2nd floor,Srirama Complex,Marthahalli",560037, Placement / HR / Training Consultants
"AsiaaData Pvt.Ltd. 
"," Corporate Office, No.484 
2nd Floor Lakshmi Arcade,
27th Main 17th Cross HSR 
Layout, Sector2,
Bangalore 560 102, INDIA",560102, IT-Software Services
"ADITYA TRAVEL LINES 
", Malleswaram,560021, Travel / Tourism
"Sheeba Interior Decorator 
"," No.63/58, Mary Illam, Nehru 
Nagar Mn Rd, St Thomas 
Town, Kullappa Circle, 
Kammanahalli, Bangalore - 
560084",080, Architectural Services/ Interior Designing
"Mahashiv International 
"," 4/1,6th MAIN, BYRAVESHWARA NAGAR, NAGARABHAVI MAIN ROAD BANGALORE 560072",560072, Garment / Textiles/ Accessories
"unitech architechtural creations 
", #13/2 ramswamy street j.c.nagar banglore-6,560006, Architectural Services/ Interior Designing
"SRI ESWAR ASSOCIATES 
"," 4102, 5th C Main Road, K.R.Road, Bangalore",560070, Real Estate Agents
"Shreyas Warehouse 
"," Nelamangala, Bangalore",562123, Courier/ Logistics/ Packaging/ Transportation
"Artistics 
"," 31, Krishnaveni Complex, Commercial Street, Bangalore",560001, Architectural Services/ Interior Designing
"Modern Demolishing Company 
"," SF-2, Tuscan Ghouse Crescent, 
No. 51, Khazi Street, Basvanagudi, 
Bangalore -560004",560004, Construction / Real  Estate
"ASEAN Restaurant 
"," Asean Restaurant,
No. 45 Castle Street,
Ashok Nagar,
Bengaluru 560025.",560025, Hotels / Resorts
"The Factory Events and Promotions 
"," # 137, Airport road, BG1, 
Block I, Builders 
Apartment, Opposite 
Leela Palace, Bangalore - 
560017",560017, Media / Entertainment
"SNP Financial Consultants 
"," N0 71, 3rd cross, 8th main,
R.K.Layout IInd Stage, Padmanabhanagar, Bangalore - 5600 70",560070, Financial Services
"A M Industries 
"," #204, 4th main, 4th cross, Milk Colony Malleswaram West, Bangalore-55",560055, Office Automation
"Wamtech systems India Pvt. Ltd. 
"," No.142, CHBS layout,
8 main. 18 cross, vijayanagar",560040, IT- Network Admin./Security
"Team Indians.Inc 
"," #486, 15th Main, 1st Block, 
3rd Stage, 
Manjunathanagar, 
Rajajinagar, Bangalore",560010, Travel / Tourism
"neelanjana construction and real estate 
", 1539 3 rd main 6 th cross vijayanagar 2 nd stage mysore ,570023, Construction / Real  Estate
"Jalebee Cartel 
"," Brigade Road.
Rex Theatre Complex
Bangalore",560025, Food Processing/ Beverages
"Winceron Software Technologies Pvt Ltd 
"," #13,5th Main,
Jai Bheema Nagar
BTM 1st Stage
Bangalore-560068",560068, IT-Software Services
"Asttecs 
"," 2450,16th B-Main,H A L 2nd stage,Kodihalli,Indiranagar",560008, Telecommunication/ Mobile
"Kristal Group 
"," Kristal Tavern,
Outer ring road,
Bellendur,
Bangalore",560068, Construction / Real  Estate
"RTS PACKERS AND MOVERS 
"," NO,1157,18TH C MAIN,NEAR DHOBHIGHAT,5TH BLOCK,RAJAJINAGER,     BANGALORE 560010",560010, Courier/ Logistics/ Packaging/ Transportation
"V.C.PACKERS AND MOVERS 
"," No.5,Seethapathi Agrahara,Opp.Raghevendra Temple,New Tharugupet,BANGALORE 560002",560002, Courier/ Logistics/ Packaging/ Transportation
"M.S. COMPUTER ZONAL SERVICES 
"," #535/b, 10th main, 2nd block, Rajajinagar",560 010, IT-Software Services
"Pratham Enterprises 
"," 1060,1st Floor,Kathriguppa Main Road,Ashoknagar",560050, IT- Hardware
"Shiv Sai Builders 
"," Omkara Sadhana, # 824, II 
Floor, 1CC 9M, HRBR Block 
I, Bangalore 560043",560043, Construction / Real  Estate
"Synergy Facility Services Pvt. Ltd. 
"," Vedant Enclave No.49, Panduranganagar 2nd cross street, Bannerghatta Road, Bangalore-76",560076, Management /Engineering /Environ. Consultants
"Trawellday Tours and Travels 
"," #83/101,AST Complex,
1 St Block , Rajajinagar
Bangalore- 10
",560010, Travel / Tourism
"Architects in Bangalore Seekan 
", 36/46 8th block koramangala bangalore 560095,560095, Architectural Services/ Interior Designing
"Apollo infosystems Pvt.Ltd. 
"," Ist floor, Sagar Complex 
K. G. Road, 
Bangalore 560009 
Karnataka - India",560009, IT- e-commerce/Internet
"K2 Manpower 
"," No 972, 8th main, 9th A Cross, West of Chord Road, 2nd Stage, Mahalakshmipuram",560086, Placement / HR / Training Consultants
"LIC 
", ,560057, Insurance
"Printing Solution 
"," #11/17,Flat No 202, Balaji Residency II,3rd Cross, Siddartha Layout,  B.S.K.3st Stage
Bangalore",560058, Gems /Jewelleries/Watches
"HV Stone Park Pvt. Ltd 
"," 30th cross, 4 T block, Jayanagar, Bangalore",560041, Construction / Real  Estate
"The Chancery Hotels 
"," 135,  Residency Road,",560025, Hotels / Resorts
"Classic Cabs India Pvt Ltd 
"," 002, Soundarya Excellency, 3rd Main, Old Binny Mill Road, Ganganagar Extension",560032, Travel / Tourism
"Tranquil Telecom Pvt Ltd 
"," 9,10, R.K. Complex, Kaggadasapura Main Road., C.V. Raman Main Road Post.",560093, Telecommunication/ Mobile
"Sloka Telecom 
"," 68, First Floor, 10th Main, 4th Cross, Indiranagar IInd Stage",560038, Telecommunication/ Mobile
"CTL Engneering Inc 
"," 101, 1st Floor, Krishna Chambers,5th Cross, Airport Road,",560017, Telecommunication/ Mobile
"Beceem Communications Inc 
"," Embassy Star, 4th Floor, No.8, Palace Road, Vasanth Nagar",560052, Telecommunication/ Mobile
"Aperto Network India Pvt Ltd 
"," No. @01, Raheja Arcade, 2 nd Floor, Koramangala",560034, Telecommunication/ Mobile
"Airvana India 
"," 1st Floor, B Wing, Block A Salarpuria Softzone Survey Nos.80/1, 81/1 & 81/2 BellandurVillage,Varthur Hobli, (Outer Ring Road)",560037, Telecommunication/ Mobile
"ITI Ltd 
"," F29,Ground Floor, Doorvaninagar",560016, Telecommunication/ Mobile
"EmTel Software Pvt Ltd 
"," 2720, 31st Main,16th Cross H.S.R. Layout, Sector 1",560102, Telecommunication/ Mobile
